5458591,'john_doe','john.doe@example.com','password123','John Doe','+1234567890',"'{""street"": ""123 Main St"", ""city"": ""New York"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,true,'1990-01-15','Male','American','America/New_York','English','2024-04-03 12:35:26.424514','Premium',5000.00,true,'New York'
5458592,'jane_smith','jane.smith@example.com','password456','Jane Smith','+1987654321',"'{""street"": ""456 Oak Ave"", ""city"": ""Los Angeles"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1985-03-20','Female','American','America/Los_Angeles','English','2024-04-03 12:35:26.424514','Standard',2500.00,true,'Los Angeles'
5458593,'bob_jackson','bob.jackson@example.com','password789','Bob Jackson','+1122334455',"'{""street"": ""789 Pine Rd"", ""city"": ""Chicago"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1978-07-10','Male','American','America/Chicago','English','2024-04-03 12:35:26.424514','Standard',1500.00,true,'Chicago'
5458594,'lisa_brown','lisa.brown@example.com','passwordabc','Lisa Brown','+14499663322',"'{""street"": ""101 Elm St"", ""city"": ""Houston"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1982-05-25','Female','American','America/Chicago','English','2024-04-03 12:35:26.424514','Standard',3000.00,true,'Houston'
5458595,'michael_wilson','michael.wilson@example.com','passworddef','Michael Wilson','+15556667777',"'{""street"": ""555 Cedar Ave"", ""city"": ""Miami"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1989-11-30','Male','American','America/New_York','English','2024-04-03 12:35:26.424514','Premium',7000.00,true,'Miami'
5458596,'sarah_jones','sarah.jones@example.com','passwordghi','Sarah Jones','+16667778888',"'{""street"": ""777 Maple Ln"", ""city"": ""San Francisco"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1993-02-18','Female','American','America/Los_Angeles','English','2024-04-03 12:35:26.424514','Standard',2000.00,true,'San Francisco'
5458597,'kevin_rodriguez','kevin.rodriguez@example.com','passwordjkl','Kevin Rodriguez','+17778889999',"'{""street"": ""888 Birch Blvd"", ""city"": ""Seattle"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1987-09-05','Male','American','America/Los_Angeles','English','2024-04-03 12:35:26.424514','Standard',1800.00,true,'Seattle'
5458598,'emily_hernandez','emily.hernandez@example.com','passwordmno','Emily Hernandez','+18889990000',"'{""street"": ""999 Oak St"", ""city"": ""Dallas"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1996-04-22','Female','American','America/Chicago','English','2024-04-03 12:35:26.424514','Standard',3500.00,true,'Dallas'
5458599,'david_martinez','david.martinez@example.com','passwordpqr','David Martinez','+19990001111',"'{""street"": ""111 Pine Ave"", ""city"": ""Boston"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1975-12-12','Male','American','America/New_York','English','2024-04-03 12:35:26.424514','Standard',4000.00,true,'Boston'
5458600,'amanda_gonzalez','amanda.gonzalez@example.com','passwordstu','Amanda Gonzalez','+12223334444',"'{""street"": ""222 Elm St"", ""city"": ""Phoenix"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1980-08-08','Female','American','America/Phoenix','English','2024-04-03 12:35:26.424514','Standard',6000.00,true,'Phoenix'
5458601,'james_rivera','james.rivera@example.com','passwordvwx','James Rivera','+13334445555',"'{""street"": ""333 Maple Ln"", ""city"": ""Atlanta"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1983-06-16','Male','American','America/New_York','English','2024-04-03 12:35:26.424514','Premium',8000.00,true,'Atlanta'
5458602,'jennifer_lopez','jennifer.lopez@example.com','passwordyz','Jennifer Lopez','+14445556666',"'{""street"": ""444 Cedar Ave"", ""city"": ""Denver"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1984-04-04','Female','American','America/Denver','English','2024-04-03 12:35:26.424514','Standard',2500.00,true,'Denver'
5458603,'robert_perez','robert.perez@example.com','password123','Robert Perez','+15556667788',"'{""street"": ""555 Oak St"", ""city"": ""Las Vegas"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1991-09-27','Male','American','America/Los_Angeles','English','2024-04-03 12:35:26.424514','Standard',3000.00,true,'Las Vegas'
5458604,'michelle_garcia','michelle.garcia@example.com','password456','Michelle Garcia','+16667778899',"'{""street"": ""666 Pine Rd"", ""city"": ""Philadelphia"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1986-11-11','Female','American','America/New_York','English','2024-04-03 12:35:26.424514','Standard',2000.00,true,'Philadelphia'
5458605,'jose_gonzalez','jose.gonzalez@example.com','password789','Jose Gonzalez','+17778889900',"'{""street"": ""777 Elm St"", ""city"": ""San Diego"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1979-07-07','Male','American','America/Los_Angeles','English','2024-04-03 12:35:26.424514','Standard',4000.00,true,'San Diego'
5458606,'maria_rodriguez','maria.rodriguez@example.com','passwordabc','Maria Rodriguez','+18889990011',"'{""street"": ""888 Maple Ln"", ""city"": ""Miami"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1987-03-03','Female','American','America/New_York','English','2024-04-03 12:35:26.424514','Standard',3500.00,true,'Miami'
5458607,'juan_martinez','juan.martinez@example.com','passworddef','Juan Martinez','+19990001122',"'{""street"": ""111 Cedar Ave"", ""city"": ""Chicago"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1981-01-01','Male','American','America/Chicago','English','2024-04-03 12:35:26.424514','Standard',2500.00,true,'Chicago'
5458608,'sophia_hernandez','sophia.hernandez@example.com','passwordghi','Sophia Hernandez','+12223334455',"'{""street"": ""222 Pine Rd"", ""city"": ""Houston"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1988-12-12','Female','American','America/Chicago','English','2024-04-03 12:35:26.424514','Standard',4500.00,true,'Houston'
5458609,'william_lopez','william.lopez@example.com','passwordjkl','William Lopez','+13334445566',"'{""street"": ""333 Elm St"", ""city"": ""New York"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1982-02-02','Male','American','America/New_York','English','2024-04-03 12:35:26.424514','Standard',6000.00,true,'New York'
5458610,'olivia_garcia','olivia.garcia@example.com','passwordmno','Olivia Garcia','+14445556677',"'{""street"": ""444 Oak Ave"", ""city"": ""Los Angeles"", ""country"": ""USA""}'",'2024-04-03 12:35:26.424514','2024-04-03 12:35:26.424514',true,false,'1985-05-05','Female','American','America/Los_Angeles','English','2024-04-03 12:35:26.424514','Standard',2000.00,true,'Los Angeles'
